Feature,GNUR 1,GNUR 2,GNUR 3,GNUR 4,GNUR 5,CTRL 1,CTRL 2,CTRL 3,CTRL 5,CTRL 6
PEP 16:0/16:0,3961346.04,3745990.21,4242090.94,6609607.83,13666636.48,6663072.96,7230571,9218491.61,3983048.24,3861414.9
PEP 16:0/16:1,991657.4,261901.62,423424.06,352390.63,390707.16,791855.47,410542.94,481003.15,820178.98,469793.24
PEP 16:0/18:0,1886635.65,1988170.72,527274.72,1416613.7,8589651.14,758661.91,1270602.14,1753583.7,660272.47,1159135.51
PEP 16:0/18:1,10802610.54,6974810.62,1519604.71,3025614.62,9739451.69,10498149.09,5135274.82,633443.54,3877023.99,9156550.26
PEP 16:0/18:2,17851745.53,7538750.82,2882882.67,6233722.66,7436606.39,8576359.35,3032090.67,625948.51,4222595.33,7851247.41
PEP 16:0/18:3,212105.55,151221.94,50201.88,60912.22,181870.72,73494.2,54876.11,21906.93,22696.72,56715.6
PEP 16:0/20:1,1691568.67,1023295.61,209558.63,558516.27,1589280.29,1657956.85,587791.84,81929.69,616849.26,1682550.6
PEP 16:0/20:2,1019242.59,759135.17,119375.55,303086.12,679806.85,1397875.36,571217.55,80093.81,569774.6,1478029.51
PEP 16:0/20:3,7092480.36,4643411.93,942510.98,1738080.6,3349470.35,8443376.23,3260327.31,206236.05,3572787.63,8379577.82
PEP 16:0/20:4,32723629.91,30209094.9,6768482.22,12039646.49,21458986.41,31193599.21,42133982.34,3034642.64,13353794.14,31385892.9
PEP 16:0/20:5,244288.3,241945.8,80134.1,84341.31,112954.35,177814.18,72564.18,14951.92,83949.45,225970.01
PEP 16:0/22:4,16280153.66,13227748.43,2545313.48,4392655.08,8642157.93,20084095.14,31751372.06,1983382.6,8577819.37,23313840.44
PEP 16:0/22:5,7688183.23,7135876.62,1378206.68,2258699.34,3991932.7,5384684.71,6276728.41,414903.7,2235352.39,5152300.67
PEP 16:0/22:6,4996405.42,3637879.86,908718.24,1863177.41,2012832.27,2274418.76,4313435.55,398824.06,1183532.08,2336354.03
PEP 16:1/18:1,1204239.64,737831.28,1233570.11,1547978.61,1780556.72,2072062.25,1212015.89,1007767.4,1854670.53,1107985.1
PEP 18:0/16:0,22396948.39,5504552.62,4620489.73,8064304.39,14697108.32,6424039.71,10605445.52,12018674.35,3479924.88,4006272.39
PEP 18:0/16:1,3904510.09,397758.47,571827.06,283977.05,225804.4,631308.71,375514.92,178611,434825.36,601820.09
PEP 18:0/18:0,4291091.01,1416669.12,833557.11,1232431.25,5417720.16,897442.17,1200058.48,1323194.7,904504.48,858711.04
PEP 18:0/18:1,17821942.32,4946910.1,2782497.42,3409035.6,5162720.62,9347069.97,5662538.39,2952801.13,5588147.12,8586815.11
PEP 18:0/18:2,53252273.15,17054215.35,13177545.11,21472115.47,15819321.33,24280539.09,8767550.26,6674608.59,18086857.04,18385981.06
PEP 18:0/18:3,676620.17,275351.3,177723.45,288228.94,226791.07,246722.01,399230.65,308231.94,225164.11,341348.31
PEP 18:0/20:1,1168717.99,725842.82,201624.63,633249.03,1118905.08,932081.5,520344.43,315884.3,534008.15,1056775.92
PEP 18:0/20:2,1259119.59,587020.67,263677.84,404899.17,495015.27,996105.56,460288.39,341128.43,632712.08,969879.95
PEP 18:0/20:3,7082422.89,3974998.16,1343189.38,2686678.23,2789717.68,10940867.1,4192910.51,1191005.73,6397976.54,10042107.66
PEP 18:0/20:4,44150570.6,33258430.88,11326489.33,23555071.72,21692595.3,48784433.31,63748782.86,16342022.53,27127029.69,46975640.95
PEP 18:0/20:5,447253.47,355886.02,146406.9,261343.71,166115.49,478954.04,242328.19,53440.97,229616.14,410771.85
PEP 18:0/22:4,11257062.34,8702986.52,2276005.17,4563132.49,5375498.46,14644553.02,25776387,7569573.57,7818338.74,15400393.24
PEP 18:0/22:5,7583434.39,5380093.35,1660763.43,2883820.92,2916455.58,5022486.01,6525669.57,1919039.13,2557559.63,5102852.4
PEP 18:0/22:6,8708129.24,4901807.35,2655204.44,4455005.69,2324167.86,7408370.18,7821393.14,2972794.27,3960846.41,5899939.7
PEP 18:1/16:0,68847009.45,2183072.18,16530255.54,3253897.41,6700347.13,6290640.45,4071620.17,5186933.38,2703037.9,3871938.85
PEP 18:1/16:1,8680338.66,238034.11,1382116.92,328298.02,235147.04,995971.78,687453.12,727784.34,1003595.19,901157.3
PEP 18:1/18:0,12902594.54,607646.47,1920217.62,522435.31,2333735.82,675892.85,602981.19,1092440.09,299630.71,326737.49
PEP 18:1/18:1,29753016.88,2268723.15,5527042.1,1066672.96,2490308.98,5890272.82,2468585.71,1782868.38,3242413.53,5510608.75
PEP 18:1/18:2,26007301.18,2310117.54,7870637.62,10750579.43,8712386.1,16476747.71,37780149.13,43198092.95,67734008.5,73154082.05
PEP 18:1/18:3,1009256.94,26148,441568.48,246518.86,103985.23,152631.35,316633.16,402294.24,224346.97,213170.9
PEP 18:1/20:1,2152493.87,302604.26,296569.35,150771.45,340200.33,835472.26,229093.24,66094.65,422984.18,773214.61
PEP 18:1/20:2,1852534.78,195075.53,242501.76,117958.16,263097.38,576627.38,295297.13,55230.59,223683.56,577567.93
PEP 18:1/20:3,2587601.13,1472236.63,431455.55,580700.46,1015230.77,3771946.97,1195317.03,157077.89,1516627.75,3484953.29
PEP 18:1/20:4,15184799.17,10357451.9,2660603.68,4642196.33,7208365.91,16711285.26,17225753.68,1818721.57,7360603.25,16453833.79
PEP 18:1/20:5,136035.41,90718.19,36823.39,53370.59,30666.85,121056.16,60882.33,23223.17,44979.5,98193.32
PEP 18:1/22:4,7031626.81,3919197.2,745912.25,1770765.2,2731068.41,8143548.47,11113294.79,1002934.57,3404796.9,8355742.23
PEP 18:1/22:5,3178352.15,1912042.3,453740.71,845792.45,1182106.55,2001430.79,2377902.4,200469.11,775706.33,1944383.09
PEP 18:1/22:6,2796142.71,1449121.24,414504.41,815878.19,851556.93,1502680.94,1953348.26,176784.83,716700.93,1169543.22
PEP 18:2/18:2,3026249.93,305812.07,1417840.76,529580.64,361496.61,599929.92,1564999.77,2445683.55,1243026.96,1025616.95
PEP 18:2/20:4,1429688.66,1268492.64,426342.78,586092.38,846520.53,978470.23,1929630.36,175067.22,543568.56,1136809.23
PEP 18:2/22:6,222569.26,176532.34,68903.31,241377.35,168432.39,246698.54,298410.26,310565.32,483432.17,148230.16
LPG 17:1,94556.55,74177.7,61703.75,88954.58,68361.78,448165.37,97576.07,143743.3,439826.8,402159.4
LPG 14:0,74302.07,83835.56,64243.71,61239.76,73319.32,86992.24,95844.08,45359.61,86935.29,83598.75
LPG 16:0,626596.38,647422.49,407708.89,862747.63,858857.67,2110486.54,885892.14,1355293.94,1933151.67,1459150.7
LPG 16:1,905539.55,266960.52,560982.69,462696.71,271231.91,3194461.57,318908.45,543516.73,2651973.37,2623375.52
LPG 18:0,3511542.37,1715867.12,1457320.6,2727328.8,2537634.2,36280128.43,3586710.23,6690665.46,29923641.91,15967003.46
LPG 18:1,12494148.54,5069556.22,6831005.51,8692604.42,6043808.46,68833811.37,12723983.81,21558255.12,52595992.05,47989139.8
LPG 18:2,11690761.61,3405294.17,8408979.3,9194237.5,5174550.23,23579583.76,5468467.52,10393655.17,22584367.73,14876194.13
LPG 18:3,98102.14,44750.08,67147.98,94902.87,51394.26,288954.36,81002.04,163145.89,206715.96,186328.2
LPG 20:0,130045.41,107898.39,95795.05,82113.68,189966.4,104573.4,71679.95,99916.3,83019.6,114971.52
LPG 20:1,454953.62,192060.37,256255.85,336873.94,265691.7,786908.87,235940.91,382748.86,655226.55,563757.61
LPG 20:2,1181820.04,457847.26,765622.67,1177836.1,559776.3,820336,469488.31,996243.4,714443.93,648144.6
LPG 20:3,551510.42,176727.54,313750.89,276439.02,122713.69,1659104.45,577918.75,878697.5,1498942.91,1354385.03
LPG 20:4,233069.64,93634.25,122180.81,133432.96,74375.17,760359.21,413411.23,613498.08,655421.9,584075.02
LPG 20:5,176804.12,100756.49,52901.73,158042.23,51021.66,75624.18,126533.18,202050.25,98203.46,48916.3
LPG 22:4,86478.24,84807.24,67028.04,114910.57,42447.72,353698.21,460569.43,667755.75,375275.21,329035.7
LPG 22:5,91443.82,76342.93,107934.12,58404.69,165183.27,236502.33,128645.2,258770.1,206808.28,168903
LPG 22:6,76112.87,81711.45,76370.28,93706.7,108908.38,139725.78,88500.13,139013.52,113189.68,122181.48
PG 14:0/14:0,52144,46138.31,35193.94,47271.67,95646.31,34688.22,33470.43,46042.8,56708.74,42956.44
PG 14:1/14:1,33178.14,48964.71,43434.29,75915.86,245669.38,38255.02,64344.01,27036.58,61879.73,36284.95
PG 14:0/18:1,2749081.88,1727636.58,1093212.43,1905189.76,1535320.9,3255998.77,1388953.52,1704145.17,2363187.56,2666972.51
PG 14:0/18:2,4370877.3,4434014.9,3515635.48,5596385.42,4592140.15,6313836.93,1911653.81,2763244.08,6184103.71,4214931.31
PG 14:0/18:3,2086108.93,86944.43,86180.11,95212.64,411524.69,46891.91,56306.95,78710.74,89298.03,66236.18
PG 14:0/20:1,859122.71,101574.19,219442.09,108358.55,146468.59,109395.71,55859.81,55297.7,62678.16,69908.44
PG 14:0/20:2,241170.31,154636.61,116567.42,157631.73,158462.03,148536.31,91106.54,88668.08,67758.48,81957.57
PG 14:0/20:3,416621.96,355591.85,257100.56,325322.7,173357.62,1494989.17,305203.92,282435.53,1297575.04,1203358.64
PG 14:0/20:4,3186008.7,2841236.7,2313214.69,3370423.9,1668932.34,6677437.41,3545061.83,3617553.46,5458075.03,5277323.05
PG 14:0/20:5,1187231.52,867856.52,688963.17,1128533.52,707037.99,2227470.92,1148389.69,1124001.69,1735616.25,1798262.81
PG 14:0/22:4,172068.08,136804.47,100835.57,142990.18,150495.54,121291.11,150377.85,172793.53,149932.76,130350.46
PG 14:0/22:5,307110.19,262011.78,228089.53,270839.85,180291.45,400271.26,400360.82,429987.19,327315.74,266124.79
PG 14:0/22:6,1439275.11,1394985.73,1269434.91,1911331.15,728090.8,2355500.24,2432627.8,2645557.1,1967474.93,1490858.84
PG 16:0/14:0,637828.04,738012.54,256737.66,723064.2,439661.01,5616446.82,918746.97,1815802.79,4478684.88,3976072.36
PG 16:0/16:0,8477434.01,8080915.74,9917171.44,15127400.21,5981740.21,15621007.57,24219495.12,23099048.9,7734664.68,10318330.96
PG 16:0/16:1,11019884.09,8338535.78,5394017.46,7544091.96,3977256.81,88218305.32,8965495.42,13005838.73,62748676.43,75191218.01
PG 16:0/18:0,4078078.2,3458404.53,4230659.65,7649089.91,5821094.99,5441540.41,18486006.85,18013989.92,2373301.93,3315614.23
PG 16:0/18:1,7306431.79,5976986.94,6232536.56,6834689.23,7092025.66,11873327.62,8004790.13,8816082.13,10419687.42,9786584.05
PG 16:0/18:2,13115307.32,13843185.95,11198741.32,17704952.48,13272269.49,17774036.52,8126397.81,8947848.35,17426493.84,18253220.75
PG 16:0/18:3,4257896.81,4057031.2,2164168.83,5538141.57,2687967.78,10822151.23,3320185.88,3761976.63,8365470.9,10191545.64
PG 16:0/20:1,17768117.29,20589368.94,10249397.62,29365019.8,24247799.91,8833110.01,9074975.83,11124109.52,8127804.15,6092357.61
PG 16:0/20:2,89251000.59,94961148.42,47172291.39,126270627.3,84173676.63,26459059.16,61338651.85,67767823.73,26055857.41,18242900.19
PG 16:0/20:3,1015720.75,701619.97,771321.96,535058.65,360147.37,4393209.66,999141.2,621644.27,4734572.48,5761048.14
PG 16:0/20:4,2731568.63,2843173.59,2202002.43,2962717.53,1557371.16,4125635.73,4932477.01,4486338.22,4232328.22,4874271.66
PG 16:0/20:5,1329374.06,630728.7,486060.08,706734.97,677803.09,875852.42,1162296.85,1136272.68,969429.47,923370.03
PG 16:0/22:4,46523.68,75695.53,39952.78,43246.52,59623.89,100739.49,54436.43,43577.25,83725.78,81719.83
PG 16:0/22:5,67183.94,108370.9,47206.76,171950.12,69177.93,131918.13,126915.05,141004.13,134700.34,149797.49
PG 16:0/22:6,478768.87,509850.05,400986.59,675589.44,330483.42,486712.07,700148.51,767421.2,654823.77,475221.68
PG 18:0/14:0,340539.04,233075.19,153576.5,284742.07,223573.8,1758395.78,504056.58,868116.01,1335170.37,1447320.77
PG 18:0/16:1,5112192.36,2239327.67,1630480,2001910.38,1412487.01,27497599.88,3563036.08,5488816.94,19137305.48,20308010.48
PG 18:0/18:0,14550357.3,4270173.29,3075337.29,7011030.55,9335939.95,10515628.05,4689261.23,7796859.11,8540630.86,7634439.98
PG 18:0/18:1,1583970.67,1202905.64,1037535.19,1649138.74,2563521.89,2396071.54,1521652.35,2155004.04,1537565.58,1598706.61
PG 18:0/18:2,6518784.62,5382097.35,3916474.38,7857417.08,7524672.86,7560897.2,5511894.39,5429176.13,6175293.34,6209037.93
PG 18:0/18:3,164426.14,92289.68,36973.43,181863.49,559198.61,102853.43,66238.34,72093.71,73541.64,82268.94
PG 18:0/20:0,8474045.72,6944755.8,3056229.01,10699938.73,15462698.08,6389290.23,6012642.74,11420606.99,5519520.25,3455214.76
PG 18:0/20:1,1417555.1,1224464.45,530362.47,1360445.43,2558631.61,2715364.95,1442923.94,1896160.48,2241484.34,1750383.81
PG 18:0/20:2,106031.61,81169.57,54319.37,78012.37,149683.36,196126.65,83872.98,106334.03,132612.53,174195.56
PG 18:0/20:3,494698.8,544437.81,399745.9,372566.12,362756.76,1802038.26,780470.51,686420.06,1394222.25,1819366.17
PG 18:0/20:4,1872703.75,2408759.83,1349889.11,2294719.31,1681688.57,1976544.87,5191261.52,4913430.42,1593516.23,2026842.87
PG 18:0/20:5,292636.38,330824.45,180436.06,391700.55,299204.36,240665.25,845963.42,703865.86,278592.42,285106.68
PG 18:0/22:4,1077951.88,1142890.7,484846.12,1130719.56,580292.34,7034442.03,4224828.75,3788604.37,5808804.26,5032831.29
PG 18:0/22:5,1898592.75,1699577.59,853531.29,1782170.3,844848.8,21302729.65,4347847.89,4941869.52,15765562.33,12850287.65
PG 18:0/22:6,5246274.86,4550368.49,2669929.73,6165693.38,2284746.87,16217228.17,7156140.81,8720390.7,11626765.77,11014830.88
PG 18:1/16:1,199152787.2,171082895.2,151957017,151320539.9,150651732.7,319903425.8,156759824,228753471.2,343354808.9,302683375.2
PG 18:1/18:1,41148791.6,25830522.65,17824016.58,23809968.83,24233572.84,33101812.47,29868519.33,39674912.93,34375085.55,31676089.81
PG 18:1/18:2,192249129.7,168525328.5,92822841.6,170738629.3,175478096.6,171391031.9,146985164,149983569.1,193838159.3,169723685
PG 18:1/18:3,1514527.1,1154158.86,568674.7,1350781.02,1486990.96,1509133.84,1283390.47,1432296.53,1594148.75,2008453.13
PG 18:1/20:1,806711.18,584759.86,315519.05,526962.92,2196860.81,402706.62,419184.93,528687,563855.86,412995.78
PG 18:1/20:2,2783386.51,1930417.44,938427.97,1449451.37,3149203.16,4136686.33,2912171.72,2493143.51,4465921.21,3782881.46
PG 18:1/20:3,20265278.67,17242591.92,11939361.41,12993095.22,8883241.55,51757438.97,25269854.92,22071156.4,51045415.44,51968547.73
PG 18:1/20:4,63224679.84,65568849.37,37318306.33,60580648.67,47536231.27,48420925.79,147276411.3,136663909.3,46906820.65,44960164.59
PG 18:1/20:5,915424.11,769210.65,418728.97,717179.19,521560.42,608524.33,569765.51,518674.87,444694.88,554118.77
PG 18:1/22:4,685514.51,787053.21,387449.8,634398.37,944413.67,845138.23,1622823.07,1340324.76,820887.01,665256.31
PG 18:1/22:5,1548709.55,1542367.7,1036711.79,1540131.7,1539550.12,1125141.42,2952545.57,3170938.77,1074983.22,915044.48
PG 18:1/22:6,6713002.47,6831048.35,3852908.36,6858073.8,5575861.6,6674711,10959479.27,12857827.45,6254289.81,5339489.99
PG 18:2/16:1,415986404.9,439572205.4,352764820.8,480428037.4,427718348.4,553291258,261441572.1,305844333.1,633621142.1,553631799.1
PG 18:2/18:2,100596353.4,67438679.25,60132844.82,83128148.04,57715093.46,95765096.97,38038729.75,36800108,97165241.59,88671163.53
PG 18:2/18:3,1515007.26,1261761.52,1016454.14,1518339.03,1094268.98,1224617.88,735771.53,836024.5,1317770.78,1384984.21
PG 18:2/20:1,973993.34,557212.46,602903.6,451311.39,1069960.09,639272.25,520322.25,429634.9,677954.71,665412.16
PG 18:2/20:2,1910125.52,1026938.95,882602.82,822881.75,1195807.21,2579913.38,742307.33,572494.69,2800636.63,2502033.15
PG 18:2/20:3,9998505.8,6032203.53,4951222.97,3928883.55,2748304.94,26878375.5,5951898.64,3865641.98,26415984.24,30714257.27
PG 18:2/20:4,34463743.81,30434700.42,18434027.6,25365787.37,16230402.4,26579722.98,35534878.11,31604338.21,24794030.52,25930659.49
PG 18:2/20:5,582888.32,394839.71,324744.65,417188.28,214812.43,244912.21,135186.96,106166.2,274314.45,326339.07
PG 18:2/22:4,326793.06,344341.41,224634.06,224418.83,308789.93,503566.06,524365.77,476506.91,352394.45,385726.63
PG 18:2/22:5,615267.56,780874.07,563827.66,583455.99,449350.16,775832.8,886098.21,849613.69,708219.33,667779.97
PG 18:2/22:6,20162698.32,17956871.01,14052760.49,31344632.01,10404402.95,28030911.97,32839958.88,32477235.08,21778282.39,18735987.44
PG 20:0/16:1,793667.74,415597.57,285245.99,554211.92,469888.02,357052.72,211624.42,291040.7,240527.41,315729.86
PG 20:0/18:1,5868343.1,3250155.66,1703496.46,5211953.28,6023415.53,7988944.22,3150670.32,5121024.72,4666312.23,3632335.56
PG 20:0/18:2,4217482.46,3299152.89,1979750.48,4777410.02,9473919.24,2700112.32,1200872.97,1372970.96,1859271.23,1590508.19
PG 20:0/18:3,132035.94,71711.7,43693.38,132742.09,346809.83,41587.28,45525.62,29750.79,19993.93,35096.29
PG 20:0/20:1,200824.79,157353.79,86678.57,212288.67,427098.93,100211.54,76801.91,63807.31,86620.74,87189.17
PG 20:0/20:2,182568.05,103758.33,82822.58,177224.54,566296.05,97202.95,36408.48,62473.24,43041.12,70131.72
PG 20:0/20:3,300726.96,106260.92,37595.82,123579.39,94244.36,660276.42,241620.78,122103.77,277523.64,566048.59
PG 20:0/20:4,1311929.67,507622.88,296153.24,817537.38,511058.4,937221.25,1537381.65,1147640.46,397566.13,616738.36
PG 20:0/20:5,43306.97,46560.81,39322.54,61698.76,138600.46,44400.01,49207.95,35316.97,27382.64,35819.58
PG 20:0/22:4,112209.18,35278.13,22879.46,50579.32,136626.89,54174.93,99000.32,22538.46,29498.55,34771.01
PG 20:0/22:5,152785.95,140900.8,94501.39,123658.96,224278.42,123395.17,135585.4,111438.32,95029,81503.65
PG 20:0/22:6,449098.21,395021.92,370062.75,605748.15,390645.85,256769.84,251442.67,225648.04,128887.96,111661.32
LPI 14:0,110414.24,104624.1,85355.43,51707.55,125928.91,62832.28,67288.79,90394.63,92357.69,142977.66
LPI 16:0,21374347.78,15337485.29,10413494.84,25528295.07,23163555.16,18622463.76,14130365.78,33619920.05,21470505.02,12025663.47
LPI 16:1,546826.5,279179.17,400483.57,345143.03,280907.66,405149.67,315245.89,454273.17,444433.53,258234.45
LPI 18:0,178111628.6,152816913.2,97697311.67,208916504.8,187072213.9,257369967,220352203.5,434139203.3,261956015.7,155712252.1
LPI 18:1,18248051.33,8313784.43,9233845.38,17171508.95,14335293.33,21955262.89,11245177.89,15761105.47,21222128.96,16740214.37
LPI 18:2,12924185.87,5189817.43,8717417.89,15568600.42,4777147.42,3440552.48,2286205.17,10054469.15,5895057.13,2344986.76
LPI 18:3,175729.96,133841.49,182355.05,279104.07,167743.3,101781.05,104417.91,184040.59,161415.91,154429.94
LPI 20:0,1126550.9,1422951.79,1087815.4,1709498.56,1544175.18,503471.14,544372.66,523730.16,358097.16,282770.97
LPI 20:1,637508.39,373570.91,379935.82,604679.5,602068.99,481452.21,287571.35,377667.33,498658.51,356267.87
LPI 20:2,1051831.97,276411.24,563069.75,563459.48,196848.33,708211.86,243169.08,613152,799288.05,510550.12
LPI 20:3,14350111.2,4287684.01,6569340.77,7350056.44,1534174.88,11018444.94,3570628.08,9838263.54,13736348.73,6804289.68
LPI 20:4,45455739.24,22370211.68,24079876.69,45953058.68,11644913.5,34353210,33473751.5,104067460.8,40481682.8,19090459.84
LPI 20:5,162124.47,114117.65,77320.87,178991.03,34886.27,82386.51,82988.68,114594.18,80544.39,28856.58
LPI 22:4,632662.76,276558.57,337172.67,283588.19,91649.67,449559.37,369881.47,952836.76,616672.17,262204.7
LPI 22:5,464468.93,183534.13,266954.53,327040.51,163303.92,299513.62,167097.68,458661.76,346433.01,226301.61
LPI 22:6,195375.99,167027.68,221523.04,323855.61,288218.04,125481.5,194530.36,317991.36,189454.95,178161.42
PI 14:1/14:1,89177.72,81011.01,33665.08,80107.5,554130.95,35556.86,45861.99,39566.55,40533.03,54489.32
PI 14:0/14:0,45692.97,46174.3,36199.49,40686.28,59456.79,40523.43,25876.48,57378.89,74010.41,26840.58
PI 14:0/18:1,1349128.38,1070115.53,778892.23,1155367.66,1768063.88,1801291.59,1333998.4,1290103.71,1207621.29,1085189.12
PI 14:0/18:2,1641288.92,1570616.13,1170428.63,2041445.97,1682651.24,1270727.15,706220.28,673412.7,1233139.31,1173300.11
PI 14:0/18:3,47611.99,53052.04,39057.15,34857.95,137834.77,37159.51,21924.03,13297.94,30266.38,34555.3
PI 14:0/20:1,62863.91,56003.71,55256.82,59733.33,125827.65,113623.01,68079.32,47949.17,181991.13,108338.18
PI 14:0/20:2,94973.72,79587.63,18997.64,42254.63,128712,104534.68,49105.23,54232.17,51089.45,88921.59
PI 14:0/20:3,157835.58,166769.26,106495.85,69331.94,151923.71,369112.48,112702.39,79421.05,382709.36,377324.29
PI 14:0/20:4,457623.34,671988.49,397659.52,590290.76,404518.64,468434.1,696659.33,613600.3,677506.57,639593.42
PI 14:0/20:5,72603.06,97155.18,9064.63,55264.73,526285.96,23115.18,41859.86,44790.95,37381.91,31023.62
PI 14:0/22:4,72810.46,92758.5,48932.66,57677.21,254517.78,63340.79,93955.8,91097.72,105226.36,79467.73
PI 14:0/22:5,26610.32,52974.37,53689.96,60600.1,134882.05,50886.76,48207.3,40133.74,63646.51,57648.22
PI 14:0/22:6,63976.59,82270.82,57771.95,82434.06,84241.45,107348.9,105618.46,59929.8,73401.8,59332.67
PI 16:0/14:0,39257.94,38613.32,14583.92,16412.23,55351.47,17789.13,29379.62,17940.47,10272.43,7985.93
PI 16:0/16:0,2328335.95,3232113.89,805126.12,2615987.28,18873415.22,1251046.29,1379778.87,1234329.88,833020.44,1110523.25
PI 16:0/16:1,210532.53,165533.26,52999.95,117474.9,450944.43,91199.08,42609.86,74045.82,69044.62,83844.49
PI 16:0/18:0,1033343.77,1030638.45,173339.28,661427.91,6754631.31,104013,441408.57,471087.51,197907.79,243965.33
PI 16:0/18:1,1352386.12,1124465.02,273223.89,1003427.42,4869047.32,454132.44,411452.13,425767.61,336509.31,409360.15
PI 16:0/18:2,48244235.6,40152235.15,29133916.55,70302828.74,40894904.33,18507099.03,21304232.36,25151132.5,19198748.86,13872330.05
PI 16:0/18:3,149752.43,67527.71,88321.71,139358.16,268777.7,67934.86,164273.63,23290.1,104357.51,28814.51
PI 16:0/20:1,102522.62,60922.73,29764.79,49483.82,179027.91,78965.43,52196.71,38451.98,53239.96,43378.94
PI 16:0/20:2,2643985.95,1003772.52,760540.6,924085.72,557635.71,1259144.07,610626.4,415477.3,970112.06,1080543.02
PI 16:0/20:3,27318578.76,15525480.88,10455405.6,16359020.83,4373403.2,25450933.02,7888038.14,6460405.37,21680365.19,20261583.11
PI 16:0/20:4,62179084.78,51883788.11,30187912.32,75257635.77,22574322.44,46995700.18,52502480.64,52299384.98,38737989.29,33068390.42
PI 16:0/20:5,110224.48,59505.17,14069.89,281162.62,138178.38,52073.42,43807.86,39352.14,43171.09,18904.59
PI 16:0/22:4,1415117.02,857915.63,477766.14,766901.23,279492.26,1113429.45,1238005.3,1015257.95,1050174.63,885869.71
PI 16:0/22:5,56561.78,33558.77,10157.92,23552.68,54062.86,23805.2,12051.33,20827.1,8022.28,21950.12
PI 16:0/22:6,48708.75,20165.34,21398.03,49678.02,108507.61,38153.42,60939.99,43347.92,24265.9,38118.89
PI 18:0/14:0,137245.55,171041.81,52333.47,123194.99,490483.05,92671.92,96267.96,83300.14,155801.23,214521.56
PI 18:0/16:1,71642.14,76584.84,12903.53,61802.82,173247.95,38965.91,47987.13,25166.34,37928.97,27033.01
PI 18:0/18:0,12435337.95,6118269.97,3483079.83,12120160.08,5656973.58,14564150.56,16004787.03,18076438.6,6081896.34,6979333.64
PI 18:0/18:1,347281.55,270956.77,154845.06,305094.16,859866.39,316385.86,366984.42,291945.75,267449.31,246532.12
PI 18:0/18:2,531059.68,326445.49,126560.27,374835.12,1433445.69,143641.94,120394.53,147866.81,56047.9,99295.83
PI 18:0/18:3,273692.2,81135.47,19308.58,141128.6,561477.48,50497.09,29063.16,20655.68,35657.77,21262.97
PI 18:0/20:0,21511726.21,11890180.38,5476269.42,17889050.56,12318074.58,21120398.15,34273045.14,43697799.18,9081618.37,9084373.41
PI 18:0/20:1,588214.12,217709.96,145495.7,267661.12,800410,726832.58,123888.69,109109.92,513772.36,481789
PI 18:0/20:2,5027440.34,1346768.88,455020.52,1657084.07,312720.73,4416172.64,1429425.47,884952.51,2432497.4,3049095.94
PI 18:0/20:3,43148758.68,20680516.47,4982654.82,31241869.78,3371308.22,69903876.88,20829482.21,24870589.17,47307600.26,50494702.04
PI 18:0/20:4,2203363275,1584294752,601117694.4,2177180583,507191940.7,2263394669,2311147118,2581468459,1765990094,1399538465
PI 18:0/20:5,2896710.31,1945742.92,1134725.24,3506948.87,934409.25,1659148.81,1494661.37,1446711.9,1392056.04,1216228.86
PI 18:0/22:4,2230280.82,877441.75,216244.65,1642907.45,146581.78,3257423.01,2266766.34,1780501.37,2653743.44,2275856.18
PI 18:0/22:5,7135810.13,5296466.31,2980945.82,8084500.37,2244818.64,8067152.39,4448743.81,5075605.25,6154106.26,4862550.44
PI 18:0/22:6,1249981.57,976824.97,819179.21,1381709.13,1395769.34,1254640.8,930254.24,897590.03,1242328.22,891126.94
PI 18:1/16:1,3785659.5,1631371.59,658508.64,2094908.31,5231023.64,2202572.38,1888835.96,2154864.78,1087089.21,1214805.45
PI 18:1/18:1,17177588.62,9781363,8057777.84,13811591.83,9802534.72,29815744.82,8727413.45,9913270.49,25902564.16,29800364.18
PI 18:1/18:2,2837974.91,1246546.89,773618.78,2755533.33,3063775.46,497939.59,519153.54,410289.33,266566.62,410518.68
PI 18:1/18:3,98010.65,42833.6,12953.74,88979.46,342738.29,50620.57,30836.57,9710.08,12256.6,25324
PI 18:1/20:1,451158.33,261305.25,218392.69,403529.15,673810.56,548738.08,137464.94,128746.86,465993.51,309601.88
PI 18:1/20:2,1703743.24,445401.28,501035.96,570272.29,328665.59,1050568.86,308974.77,182662.78,835205.23,963406.43
PI 18:1/20:3,14907290.22,6150805.78,6493435.58,9147336.2,2382839.94,20116621.01,4328232.51,2704540.83,16181923.75,17980209.49
PI 18:1/20:4,53268216.73,31198282.63,26381661.23,53712829.62,17016163.67,64682946.37,40067868.76,29737609.49,48079880.71,44385276.22
PI 18:1/20:5,55416.74,33807.1,9822.21,15911.04,57051.42,17899.08,14947.21,10359.41,18620.11,6057.03
PI 18:1/22:4,748399.33,368736,260222.99,562550.4,165757.11,976919.9,584810.76,497527.88,538999.27,676778.36
PI 18:1/22:5,570445.22,327632.57,278556.26,549577.56,275428.21,617016.95,254593.89,242857.07,432241.85,430097.53
PI 18:1/22:6,560390.3,419626.06,297499,685410.78,439014.08,498779,264444.57,203972.71,377857.56,369520.63
PI 18:2/16:1,10093955.64,3925154.6,2028587.94,8006049.6,8913756.95,6834227.07,4938391.65,4872313.56,3191029.13,3503008.31
