Feature,GNUR 1,GNUR 2,GNUR 3,GNUR 4,GNUR 5,CTRL 1,CTRL 2,CTRL 3,CTRL 5,CTRL 6
SM 16:0,1867435100,2229412896,1605284030,1853493430,2227704363,2405174635,2617931330,2547452103,2282258048,2186215977
SM 18:0,487937897.9,488806709.1,388420147.4,442604684.2,438265241.7,1242801680,1669023912,1830687566,1087438648,947331713.8
SM 18:1,37893584.56,38542746.02,21464345.24,29627880.29,61604556.48,51263068.78,85770260.69,90841853.47,40239132.3,44984202.21
SM 20:0,2982108243,3382877491,3156940007,3032823274,3063587189,3052257852,2623723110,2613593312,3124429917,3184628347
SM 20:1,523003038.6,510502426.1,543050536.4,387262837.8,498457686.3,276871087.8,262818007.7,248518227.1,277061389.9,311960799.5
SM 22:0,3306118101,3988688936,3790553826,3425035980,3635275061,2746131841,3027596291,2532653401,2895867526,2683996459
SM 22:1,1990864297,1683005552,1945809358,1454227900,1099762653,1769021433,963007448.6,767506925.7,1853635032,2088121674
SM 24:0,2023266202,2336360048,2013088709,2247467157,2416596085,1744487164,1959859507,1906171414,1742328637,1542954695
SM 24:1,2279441391,2479235951,2170402653,2227814467,2340095651,2220135392,2282924317,2082915911,2229108591,2340350364
SM 26:0,78101559.61,84233793.28,35433574.95,59860501.25,268142506.3,30136540.26,45870124.29,45096105.33,31476644.79,28734450.45
SM 26:1,26652831.67,23142935.91,14409428.19,21996809.48,60476231.79,13138458.66,15815230.48,20112766.81,12554802.06,10899334.56
CE 24:0,126136.99,126214.93,73684.26,76811.84,193583.85,16173.85,34669.57,18422.63,42628.78,11097.01
CE 22:6,70606.95,156222.32,96054.19,239243.83,94178.49,85330.9,64039.26,44323.71,25818.49,27513.27
CE 20:0,42799.94,47718.47,10124.57,154742.33,162881.28,104610.61,64987.81,63608.48, ,15650.13
CE 20:1,35593.26,48986.4,53913.06,32421.91,116662.09,46164.66,98112.19,9456.66,26148.7,14632.12
CE 22:5,52339.42,102515.98,93540.91,131483.15,70754.11,65961.98,60462.68,37270.45,46275.69,58514.33
CE 14:0,132485.23,111570.38,102476.27,163026.69,364454.77,49180.61,60020.01,54542.8,89310.81,79908.36
CE 16:0,55100,41804.1,55011.86,154517.77,183616.41,135105.29,99985.18,38893.49,36195.67,61678.55
CE 16:1,33251.96,87588.54,74144.69,29686.85,100246.82,70594.73,30813.1,35804.6,30837.68,79821.73
CE 18:0,58882.72,97587.34,83464.25,173288.31,266070.15,53430.26,66244.51,65338.72,59730.47,44472.53
CE 18:1,121902.22,136796.07,60866.39,155368.32,155159.11,140886.28,171546.9,100580.04,66043.34,79623.98
CE 18:2,141198.6,163394.3,142724.41,181528.49,210784.8,128298.74,121916.64,88330.43,29369.26,51899.98
CE 18:3,60493.61,230329.63,87733.17,148499.68,67140.95,170619.74,27688.73,89995.52,53466.3,27226.02
CE 20:2,36703.6,52604.72,41122.53,50279.67,76755.07,25629.73,39477.87,12434.77,14996.28,36309.09
CE 20:3,35649.29,50171.01,25424.99,64684.53,97740.39,18352.11,6195.32,13020.93,42327.65,29795.62
CE 20:4,83017.06,190005.36,78657.54,107870.14,102762.14,43569.88,37014.41,42254.57,42697.66,17808.49
CE 20:5,57975.15,41479.17,17606.09,68809.28,129529.32,48108.01,26505.66, ,52142.7,25782.45
CE 22:0,14680.57,32505.16,18845.92,65734.02,88742.12,11198.02,22453.42,14991.12,13187.68,47899.7
CE 22:1,17375.37,5530.81,9026.6,85744.19,66356.58, ,22587.92,8949.12,7533.56,22113.63
CE 22:2,31221.77,12605.13,56120.73,27952.46,83142.89,19653.13,20683.67,14926.44,52912.69,14915.89
CE 22:4,52089.68,92998.05,36732.62,65086.26,229894.36,50902.94,26166.85,34738.21,33583.51,34331.56
CE 24:1,26674.32,79062.5,3829.09,22318.58,67280.27,21103.44,11304.15, , ,18476.8
CER 14:0,390384.02,266307.78,152930.04,178515.22,204779.42,524536.43,330381.88,822604.91,607943.44,451412.65
CER 16:0,19408802.89,36141673.46,7586285.72,21840098.82,15935743.11,56216468.73,36015463.33,109820566.9,97654091.73,41902691.67
CER 18:0,3385623.68,5440785.32,1191302.41,3686149.66,1856798.08,17181738.78,10734199.68,45637770.23,32832486,13688259.2
CER 18:1,971154.66,857184.95,137659.86,698934.04,431135.37,1612538.16,870863.12,1168595.14,1925259.35,1436527.9
CER 20:0,4300258.37,7331255.34,1523898.83,7048538.6,3970288.82,6995092.06,5014672.9,17686168.5,17766975.6,5245388.15
CER 20:1,1945258.56,2909439.77,1341455.13,1544299.11,753229.42,2788351.81,3538098.93,2049884.21,3920566.27,2229885.69
CER 22:0,27032540.23,48735098.11,15292216.72,42305432.88,31191165.58,27663892.9,32128401.51,39335290.27,59323585.94,18576263.54
CER 22:1,19346278.73,19832618.5,2548792.4,15230073.54,15502035.22,26815415.75,21149295.1,16337234.63,41631420.85,22423678.76
CER 24:0,15204778.75,21347991.94,6305344.83,27417696.15,16905666.97,10906525.79,7152139.23,35307138.09,46752080.99,16028409.49
CER 24:1,34423080.36,27003679.55,18711971.51,44870712.18,20845810.12,47145113.9,18695371.08,60412300.1,108135951.1,35274728.34
CER 26:0,643351.33,895757.73,352565.18,246170.54,656311.52,368512.33,184746.22,125151.94,180178.14,122893.15
CER 26:1,221356.26,483780.6,67114.29,114794.42,274164.01,166628.2,104900,96902.22,183338.64,64845.81
DCER 14:0,107372.15,40309.08,40413.52,61664.4,92449.21,267689.59,98841.72,196093.04,208165.8,165176.53
DCER 16:0,4606816.36,6254426.86,1694742.95,3799843.52,2800471.97,12509969.63,11308276.18,14704502.99,21335766.62,10198049.2
DCER 18:0,5352893.51,4497100.91,621265.53,3311543.21,3599836.19,6161632.64,3143665.26,11552154.87,10447009.9,5464635.91
DCER 18:1,443703.3,380369.65,188067.13,357034.21,363851.81,1245619.05,742233.13,565804.02,1050081.55,941234.37
DCER 20:0,1200965.28,1358736.63,579417.88,1399733.62,980724.43,4673972.88,3951357.58,4939804.09,5662995.68,2472977.2
DCER 20:1,246201.15,179362.29,123338.4,321424.95,179391.2,373673.62,321113.29,328618.49,409045.69,299930.82
DCER 22:0,2126125.42,2759365.87,1139090.45,2390131.38,1131412.62,2746684.84,1888441.47,5437384.09,6177804.39,3035540.53
DCER 22:1,6822806.36,10030486.58,2236461.4,6117862.39,1525785.52,6903676.56,5456651.73,9293875.63,16734587.99,9104510.53
DCER 24:0,581257.1,1508931.13,443467.64,961700.3,577548.67,1525996.22,680784.84,2580387.12,3872639.23,1486321.54
DCER 24:1,1050455.57,1837906.49,1081975.17,1553890.74,1136362.83,5149133.23,1435035.45,3862161.9,9762753.64,4007184.59
DCER 26:0,134111.35,50621.44,20606.89,12049.68,73135.62,19053.85, ,45981.44,31480.16,3689.47
DCER 26:1,65462.2,11602.51,68195.45,80897.62,85910.29,27536.43,20420.75,41050.88,59836.63,19596.69
HCER 14:0,657219.04,591513.2,140347.6,542408.11,726641.73,148698.06,174986.79,189959.62,621090.49,364789.47
HCER 16:0,311795.23,271369.86,113834.86,288362.66,254271.99,235074.57,302120.31,338971.8,166442.37,172984.51
HCER 18:0,1991756.2,2416792.03,1031344.81,2542411.43,1973963.25,875237.27,1345109.68,1503860.45,774157.3,519178.97
HCER 18:1,2473393.15,1781949.87,1024489.81,2025831.45,1617867.91,5814401.7,6230873.51,6422984.1,6368894.57,5861510.85
HCER 20:0,27483362.12,26100538.68,7312592.43,22797628.21,17839443.67,91737353.21,75552459.96,73919293.54,70369907.19,35069009.71
HCER 20:1,8993190.6,6499016.86,3524423.59,7919959.1,4423639.18,13174331.15,14235006.74,14357019.54,17851202.51,12477748.38
HCER 22:0,152875062.6,156462912.8,42848291.39,115397252.6,78821482.11,202173102.6,199184906,191064044,150529527.6,103917266.2
HCER 22:1,92157127.8,69294503.48,30809348.91,65853720.51,40835519.35,142665915.9,154136425.5,151021109.8,166459617.2,107507221.9
HCER 24:0,115249309.5,130398602.4,39760045.59,86934235.66,58233834.34,142501314.1,126600145.8,150811041.6,111926531.3,67027862.32
HCER 24:1,112350073.1,79628297.69,34463121.2,69846508.98,45368709.7,165231256.3,128992406.5,123182439.3,148491784,81232646.53
HCER 26:0,82368.64,65064.98,38711.67,41957.85,68067.98,17201.11,26938.4,17680.35,25436.02,11045.97
HCER 26:1,38237.83,24460.36,17610.98,30026.52,86743.62,2643.32,14672.77,3695.52, ,7705.48
HCER d18:0/18:0,811170.69,582133.24,181145.33,270751.55,419712.1,557184.67,651296.64,159200.58,272807.27,495155.1
HCER d18:0/20:0,535956.91,636462.67,184780.77,458138.67,364609.29,2053413.26,1524924.19,1685508.08,1431596.1,785567.53
HCER d18:0/22:0,3622367.99,3321482.23,1000792,2820056.81,2081559.14,4828367.77,4638315.44,4442385.72,3858134.42,2154389.92
HCER d18:0/24:0,2208429.51,2484308.79,697709.24,1935496.19,1227206.18,3078532.65,2894617.39,3222903.55,2417585.21,1391836.67
HCER d18:0/24:1,2847121.8,2065676.24,887301.34,2128389.72,1353724.32,4293716.47,3229552.5,3445700.58,4073595.09,2162886.15
HCER d18:0/26:0,32145.84,14711.5,16304.36,23066.17,96729,8245.41,21545.51,25785.26,10956.84,8708.92
HCER d18:0/26:1, ,58678.04, , ,145349.78,16309.86, ,17654.52, ,12027.86
LCER 14:0,51406.27,13458.36,14795.75,7368.83,33188.74,351157.14,247877.87,245640.34,113978.05,76770.24
LCER 16:0,31056.71,32105.94,58769.47,42775.26,31953.73,145862.01,338064.44,560168.95,133743.78,59643.23
LCER 18:0,51357.6,21203.38,12165.68,45568.96,26646.26,111694.92,82537.32,65749.71,47829.71,21539.32
LCER 18:1,18221.54,14956.88, ,14412.41, ,49308.38,29799.56,64660.84,24320.97,11896.39
LCER 20:0,12468.27, ,29076.33,51488.2,11903.98,51759.98,204849.89,46660.41,24449.51,10629.78
LCER 20:1,14741.65,45238.74,10444.85,174438.58,15300.51,93664.6,424865.5,180574.43,26299.84,20813.87
LCER 22:0, ,12477.08,10227.46, , ,5540.22,72221.04,44062.97,14815.9,31648.59
LCER 22:1,11043.33,20392.84, ,42574.42,8266.56,79519.53,157022.29,283858.7,5521.1,68056.43
LCER 24:0,21665.95,17918.48, , , ,8584.22, ,8962.37,18622.37,15664.71
LCER 24:1, ,7468.17, ,28517.87, , ,27722.17,10059.29,7439.95, 
LCER 26:0,20182.79,25845.64,23405.14, ,8238.75,3120.97, ,5644.62, , 
LCER 26:1,6805.25,12484.24, ,8189.1,7529.5, , , ,7533.61,6867.13
LCER d18:0/18:0, , ,8622.96,30876.79, ,7531.07,37269.13,9413.56, ,11195.69
LCER d18:0/20:0, ,7514.62,7582.46,9262.32, , ,7489.97,11204.83, , 
LCER d18:0/22:0,122120.06,167883.58,42018.24,180272.43,71004.14,137997.91,180096.69,243347.51,184943.07,47112.06
LCER d18:0/24:0,122196.42,129037.85,33895.23,160477.85,65831.01,122273.58,154905.95,204818.33,185300.64,48861.42
LCER d18:0/24:1,16716.07,19315.59,84920.87,13340.97,19951.12,18619.29,55357.95,16696.9,10374.34,42231.7
LCER d18:0/26:0,20478.88,13298.44, ,33674.08,59527.72,30781.72,16771.61,19651.11,21129.39,27201.86
LCER d18:0/26:1,14503.46,6053.25,5272.78,13244.43,47127.32,16029.71,7551.95,14617.68,8136.21,10256.55
TAG 40:0/FA14:0,258256.5,253087.97,337233.76,113333.56,457377.58,29091.13,255911.25,116525.26,25685.14,344464.11
TAG 40:0/FA16:0,28861.56,22338.04,522815.48,26240.03,1579225.39,567698.24,387747.51,75154.77,290914.26,307609.07
TAG 42:0/FA14:0, ,15757.49,56896.82,22710.22,16868.01, ,23497.31,14494.08,9944.35,5436.82
TAG 42:0/FA16:0,22448.33,27434.18,429302.43,18889.79,41940.72,87950.67,4274.94,57804.29,38283.54,22788.16
TAG 42:1/FA14:0,35165.53,4363.22,33568.06,64771.75,38463.05,19329.93,9392.26,24339.5,25366.2,7444.97
TAG 42:1/FA16:0,413299.54,53531.23,236309.06,29807.04,655138.61,2013556.22,2262332.26,341920.25,516538.41,2658390.23
TAG 42:1/FA16:1,20564.97,7398.77,46902.53,20892.39,18715.81,55239.75,12145.4,20888.5,11092.21,34177.44
TAG 42:1/FA18:1,682408.98,597321.96,49760.97,143324.49,2632964.8,1361688.17,2238266.22,535970.36,292276.35,2450725.16
TAG 42:2/FA18:2,131396.8,252944.55,75000.95,2375.97,885672.93,8226.96,88802.75,73873.97,15962.68,9320.82
TAG 44:0/FA14:0,21436.63,20103.35,86939.35,15871.44,10678.95,44493.9,7073.36, ,4984.09,16577.81
TAG 44:0/FA16:0,8200.36,48795.22,202186.1,37126.27,51763.22,1359841.05,19614.92,7458.4,26874.93,27581.24
TAG 44:0/FA18:0,13018.8,30336.46,51540.88, ,37184.66,14320.85,35176.45,7368.27,16766.22,9222.39
TAG 44:1/FA14:0, , ,23868.78,9168.29,12850.59,27495.73,7496.21,20258.53,26130.84,14637.4
TAG 44:1/FA16:0,2020695.21,136753.17,626480.8,364358.8,67611.79,13107488.27,8924524.36,1533800.18,463537.28,7966421.85
TAG 44:1/FA16:1,39483.37,48285.43,20660.83,69408.59,5740.1,7363.24,11196.96, ,1950.79,35204.53
TAG 44:1/FA18:1,54231.93,94218.95,327868.29,149811.91,47482.1,9088717.84,108519.08,96315.08,25880.48,4325165.77
TAG 44:2/FA14:0,24244.12,9047.39,41281.46,12240.65,17459.46,18707.42,9371.42,25694.75,25871.47, 
TAG 44:2/FA16:0,21473.96,84474.09,379415.07,90285.5,1584564.58,2169105.55,58799.03,234927.3,21266.25,92665.12
TAG 44:2/FA16:1,14170.32,62122.27,71350.53,46592.41,353644.41,81668.37,1423223.73,36739.34,40679.94,18304.51
TAG 44:2/FA18:1,34426.79,29066.26,74372.61,45394.34,38181.97,75963.68,49826.71,69909.12,27175.69,24136.67
TAG 44:2/FA18:2,14949.91,64587.33,269705.78,108078.03,138483.65,91526.88,37733.38,1005422.66,9370.14,38747.41
TAG 44:3/FA18:2,20261.92,26029.96,52943.89,12478.53,36878.01,90522.85,13139.82,33570.52,37506.81,7388.6
TAG 45:0/FA14:0, ,31367.55,8425.1, , ,16896.83, , ,10316.93,11216.57
TAG 45:0/FA16:0,212242.59,302178.1,230633.08,182002.18,522164.28,260136.66,318769.16,217768.44,19564.13,425222.89
TAG 45:1/FA16:0,16548.55,26223.82,83032.48,46320.46,34673.26,87618.14,32216.53,77058.42, , 
TAG 45:1/FA18:1,107017.31,62674.72,34859.37,77387.13,155047.81,47003.13,47162.75,33343.6,56120.83,20438.78
TAG 46:0/FA14:0,16809.7,42116.9,120126.42,29554.78,20432.47,18647.5, ,46235.92, ,7499.89
TAG 46:0/FA16:0,61533.81,66316.37,319316.8,49409.58,30633.59,179492.86,38653.07,168112.25,98449.8,11427.05
TAG 46:0/FA18:0,31286.14,12970.35,42233.64,86589.91,33943.82,6360.4, ,22432.23,57785.36,135870.11
TAG 46:1/FA14:0,11083.73,26988.34,179690.26, ,7395.73,160162.9,19057.09,24246.55, , 
TAG 46:1/FA16:0,14896.7,45627.61,141837.45,16027.92,29292.06,327937.05,27979.73,239270.75,47308.61,43316.11
TAG 46:1/FA16:1, ,26944.92,87993.82,22145.32,9571.35,44304.56, ,22412.44,38425.06,53491.9
TAG 46:1/FA18:0,5145.06, ,66168.2,14667.6,72328.38,58665.48,18625.84,24253.55,28056.67,12538.45
TAG 46:1/FA18:1,18333.01,65950.77,90133.87,27584.22,33247.48,96331.13,27905.25,72368.77,18730.86,36717.68
TAG 46:2/FA14:0,4629.26,29681.94,81394.68,24204.5,11250.17,13167.82, ,38994.49, ,20327.65
TAG 46:2/FA16:0,12529.29,39219.24,117900.08,36201.98,75097.26,151050.12,14946.77,42376.22,17423.69,50099.23
TAG 46:2/FA16:1,5634.61,17725.16,33420.4,5185.82,32757.81,83532.31,20673.73,49596.89,16764.67, 
TAG 46:2/FA18:1,24376.52,47264.64,167915.83,82003.74,787342.81,612985.98,160930.17,372319.92,77791.64,25288
TAG 46:2/FA18:2,9347.54,27100.9,133687.18,35690.66,328314.58,644740.17,44626.51,107610.09,24221.3, 
TAG 46:3/FA14:0, ,14826.13,37902.23,7092.45,33976.28, ,25687.74,24103.5,3185.21,86029.03
TAG 46:3/FA16:0, ,63896.75,46074.54,27916.88,144302.34,31723.36,223351.29,73984.18,24061.3,18629.04
TAG 46:3/FA16:1,16506.93,28657.08,64845.05, ,13355.86,5531.71, ,49176.33,7519.54, 
TAG 46:3/FA18:1,13418.41,19022.93,242755.13,29492.47,66189.42,200317.87,29270.66,1584507.73,17962.66,49567.88
TAG 46:3/FA18:2,119232.51,27508.8,194765.85,29910.82,1314558.6,289755.92,26070.22,1412375.58,46401.96,40000.62
TAG 46:3/FA18:3,7502.26, ,42774.01,14831.2,48446.24,18591.87, ,12797.75,41439.15,18670.94
TAG 46:4/FA18:2,24327.32,48408.08,97238.04,56569.83,719700.98,5029665.22,51077.3,1970347.72,52237.67,133642.52
TAG 47:0/FA14:0, , ,14528.66,20249.5,8626.56, , ,5648.17, , 
TAG 47:0/FA16:0,21143.21,11236.05,44419.1,28165.41,52691.84,7783.91,5495.91,42391.8,20723.23, 
TAG 47:0/FA17:0,9588.66,40143.66,10489.79,5880.25,21138.77,19687.99, ,26332.21, , 
TAG 47:1/FA14:0, ,16183.24, ,9407.54,38995.53, , , ,5654.13, 
TAG 47:1/FA16:0,179618.4,99614.8,44561.24,126412.87,152214.2,132408.37,13148.01,25985.57,7529.83,11891.87
TAG 47:1/FA16:1, , ,38414.21,5267.34, ,30127.97,5088.31,28822.14, ,6760.01
TAG 47:1/FA17:0,245665.45,20045.79,42755.95,11250.81,23484.22,12205.87,12163.01, ,1285.43, 
TAG 47:1/FA18:1,8837.64,23009.68,47770.5,22273.31,69552.77,30572.44,16420.18,37115.51,20082.36, 
TAG 47:2/FA14:0,5432.9,23084.93,31543.18,5531.43,11668.07,7363.24, , , ,14919.31
TAG 47:2/FA16:1,24165.94,29751.11,9027.45, ,34452.14,7276.72,11294.48, ,11272.92,4168.64
TAG 47:2/FA18:1,33200.94,76331.69,133715.52,24345.14,33740.43,84282.28,33309.87,45781.07,11270.82, 
TAG 47:2/FA18:2,48560.19,11189.73,81435.58,79766.57,93420.87,27777.04, ,37054.57,29629.72, 
TAG 48:0/FA14:0,6527.96,20180.52,49972.82,23970.23,15395.25, ,3318.38,27611.04, ,24254.74
TAG 48:0/FA16:0,91404.33,204871.28,738276.85,278984.81,198887.28,235127.61,108850.08,73583.77,48792.7,39189.03
TAG 48:0/FA18:0, ,29281.25,71288.32,9157.85,9214.27,9544.42, , ,4884.57,17835.23
TAG 48:1/FA14:0, ,89734.35,466369.92,73413.53,84813.12,292386.18,46895.77,123037.88,50145.07,59157.09
TAG 48:1/FA16:0,25602.7,203208.63,1407250.72,57893.82,22503.52,694091.66,70633.64,309998.36,226755.14,291402.93
TAG 48:1/FA16:1,5609.05,36693.79,406181.52,19502.18,21811.11,143934.96,16008.02,48686.88,50636.75,65224.6
TAG 48:1/FA18:0, , ,42542.15,27861.79,20501.23,5492.61, ,13874.5,14855.95, 
TAG 48:1/FA18:1,37795.12,18444.74,634080.86,68124.09,22348.98,304770.35,48561.01,246684.54,127743.12,73505.75
TAG 48:2/FA14:0,7489.37,68239.23,658632.78,84713.02,50488.89,482090.72,71180.69,83850.82,145575.85,75070.03
TAG 48:2/FA16:0,16979.13,127605.63,724541.69,61913.49,115941.07,717278.12,148755.85,246469.14,164071.51,80831.05
TAG 48:2/FA16:1, ,81380.68,304373.25,9382.92,9629.23,857005.27,130400.43,133537.63,79514.52,182609.19
TAG 48:2/FA18:0,13073.63,14818.79,7339.39,5046.58,35464.86, , , , ,5627.23
TAG 48:2/FA18:1,7942.72,16843.82,128005.06,40433.02,25481.07,313049.82,43037.85,132836.06,109104.46,50202.2
TAG 48:2/FA18:2, ,61599.71,596559.3,42936.99,16715.51,101457.63,27980.04,98685.76,45221.85,36899.03
TAG 48:3/FA14:0,7454.92,53890.95,124139.04, ,7669.23,68374.48,35627.11,31442.18,20332.6, 
TAG 48:3/FA16:0, ,27206.34,53314.73, ,8208.12,73567.25, ,99828.38,23545.01,41837.31
TAG 48:3/FA16:1,14661.48, ,144525.05,23700.42,34728.53,214803.78,57479.68,53221.38,52723.99,87171.92
TAG 48:3/FA18:1, ,42593.01,53433.43,12449.24,39135,77871.8,7529.65,69998.28,16614.97,10553.51
TAG 48:3/FA18:2,17879.08,80681.6,140283.54,11424.71,50119.46,339409.22,20151.01,168824.61,44519.87,37244.66
TAG 48:3/FA18:3,12761.26,7310.52,63581.11,9184.3,37592.01,27602.49, ,16674.48, , 
TAG 48:4/FA14:0,7492.57, ,24093.7,5618.44,32232.61,16700.5,2600.89,10442.89,7303.61, 
TAG 48:4/FA16:0,17679.3,24399.48,18466.59, ,16573.93,6993.94, ,42623.59,35654.68,5490.26
TAG 48:4/FA16:1, ,7475.81,7411.86, ,19850.96,9070.32,18034.96, ,21814.69,7229.46
TAG 48:4/FA18:1,389834.66,322195.86,29756.82,7548.12,3729868.65,14835.37,18543.98,15001.24,8670.03,18500.33
TAG 48:4/FA18:2,8938.02,56742.26,40816.9,25325.92,44404.97,108327.56,33731.69,95258.93,9412.14,10672.6
TAG 48:4/FA18:3,16555.48,11286.74,24091.26, ,33671.8,42178.2,18409.04,14855.13,9369.63,13087.5
TAG 48:4/FA20:4,5619.91,31404.95,21815.8,12743.3,33117.37, , ,16773.44, , 
TAG 48:5/FA18:2,105583.64,93661.29,19727.86,45214.73,266560.32,25236.89,7360.25,21199.72,7532.66,7501.3
TAG 48:5/FA18:3,7025.76,20480.5,12718.8,47861.64,33788.17,29660.2,20257.41,19751.79,26315.77,12716.96
TAG 49:0/FA16:0, ,16853.94,51266.52,24579.64,21983.72,17355.86,14978.17,44415.49,4748.43,9329.45
TAG 49:0/FA17:0,8457.07,13763.51,10805.76,14150.5,34937.43,28158.74,10408.04, ,5581.36, 
TAG 49:0/FA18:0,5635.52,31991.42,26215.08,16314.63,13675.79, , , ,3194.17,9328.41
TAG 49:1/FA14:0, , ,40911.47,16117.28,13009.7,14541.41,7528.25,18428.7, , 
TAG 49:1/FA16:0, , ,86023.97,9329.81,12301.66,16104.48,12118.16, ,8502.05,11180.11
TAG 49:1/FA16:1,25479.54, ,20544.35, ,11019.43, , ,11493.67,9386.55,5638.64
TAG 49:1/FA17:0, , ,20214.22, ,9226.89, ,18729.59, , ,5630.49
TAG 49:1/FA18:1, ,62851.64,96562.31,3646.87,202081.41,18611.92,11145.69,55362.26, ,9281.82
TAG 49:2/FA14:0, ,15478.96,31732.2, ,149841.7, ,27108.91, , ,27606.07
TAG 49:2/FA16:0, ,45977.74,86251.95,19438.99,25950.54,12826.41,62988.95,37053.45,12976.42,25766.61
TAG 49:2/FA16:1,16457.87,23935.85,13027.66,40275.98,35707.9,44242.77,23711.01,39206.42,8908.47,11788.25
TAG 49:2/FA17:0,22447.58, ,11482.17,8587.41,14825.63,18363.29,13028.99,3932.48,10147.58,5627.02
TAG 49:2/FA18:1,20195.83,30207.65,54905.67,28528.76,183737.98,42091.42, ,18563.32,9397.26,5630.54
TAG 49:2/FA18:2,5497.85,5522.33,148891.74,20485.02,40755.89, ,29646.83,31527.41,5494.73, 
TAG 49:3/FA16:0,5603.49, ,9105, ,48528.72, ,20280,10990.65, ,7424.78
TAG 49:3/FA16:1,7263.59,12933.59,20352.91, ,56159.28,12095.73, ,10811.35,8721.34,7414.8
TAG 49:3/FA18:2,5494.5,22141.07,51785.83,14677.01,53488.78, ,46312.74,23011.77,13034.01,11095.92
TAG 49:3/FA18:3, , ,19128.3, ,11081.92, ,13154.58,13379.29, ,5634.87
TAG 50:0/FA14:0, , , ,11267.26, ,11316.38, , , , 
TAG 50:0/FA16:0,27782.75,116822.11,487362.96,61648.46,41533.95,205574.13,2569505.43,126940.79,62988.51,91803.22
TAG 50:0/FA18:0,7474.67,86607.76,108004.08,50672.41,11951.1,19241.79,22546.98,9352.26,20479.37,20439.47
TAG 50:1/FA14:0,5527.57,18400.8,113765.41,26140.29,18196.18,29388.69,24371.06,74954.37,6666.46, 
TAG 50:1/FA16:0,160750.08,805373.94,7358522.39,929123.77,349524.84,2280806.35,804286.08,1627666.29,1105622.06,1183323.8
TAG 50:1/FA16:1,16513.19,29292.19,237186.49,57108.13,33257.62,110504.82,80986.84,58525.71,77930.02,113563.35
TAG 50:1/FA18:0, ,23436.43,169738.91, ,14731.9,27789.62,35385.67,46173.74,38976.56,18467.46
TAG 50:1/FA18:1,67037.32,215464.12,2478329.83,202428.53,166027.38,255538.66,405119.58,752890.81,471522.04,491568.67
TAG 50:1/FA20:1, ,12598.73,7287.22, ,47665.24, , ,8782.44, ,11025.45
TAG 50:2/FA14:0,26134.46,60339.08,154555.96,74154.33,32686.38,87569.33,172109.7,110849.6,12659.69,55415.94
TAG 50:2/FA16:0,130959.63,421132.58,7265298.57,803138.69,275351.76,5121072.38,1201386.25,1044452.42,1767065.97,1436242.5
TAG 50:2/FA16:1,33041.69,204088.55,458777.06,153539.37,163596.39,1787494.6,787898.71,457455.75,1023569.82,707303.48
TAG 50:2/FA18:0, ,36484.86,124610.24,7512.52,18400.82,18832.67, ,31463.87, ,17773.3
TAG 50:2/FA18:1,38815.31,226994.48,754526.31,105290.56,87512.67,948417.06,370676.04,1630421.09,1504726.25,575239.04
TAG 50:2/FA18:2,13706.25,815065.32,2369604.44,154795.54,163016.91,387948.44,220754.83,294872.14,376988.02,146612.81
TAG 50:2/FA20:2, ,7221.83,7024.43, ,18322.13, , ,19474.88, ,5625.82
TAG 50:3/FA14:0,18766.31,146106.37,290675.88,11000.04,19856.66,91897.63,138666.32,355394.94,88223.99,50993.74
TAG 50:3/FA16:0,18187.71,390133.27,2825455.01,91813.4,48315.81,617394.38,393216.44,697703.26,965404.44,355727.85
TAG 50:3/FA16:1,38261.95,189576.11,1185981.24,206656.35,232585.06,1490927.53,367116.09,1894029.58,1438570.47,752395.92
TAG 50:3/FA18:0, ,11062.86,36945.89, , , , , ,18840.39, 
TAG 50:3/FA18:1,19691.49,65033.37,633014.06,4234.42,70462.25,532776.45,275151.67,370938.38,265772.82,198696.88
TAG 50:3/FA18:2,94804.7,210089.13,1337766.83,65110.22,121919.7,1819162.26,549922.33,707929.36,502805.12,411202.78
TAG 50:3/FA18:3, ,12894.96,246721.97, ,14851.45,101277.13,124802.1,60692.55,22545.27,14863.79
TAG 50:3/FA20:3,16819.53, , ,19565.17, , ,5652.27,12690.22, , 
TAG 50:4/FA14:0,20264.52,70232.68,270942.78,36651.67,39713.52,24378.14,46819.89,167450.51,57976.11,9312.26
TAG 50:4/FA16:0, ,55046.68,54941.27,12997.72,42380.41,62911.17,52381.37,48854.21,80539.46,31133.34
TAG 50:4/FA16:1,9369.31,52003.62,122310.21,24241.67,39861.71,745930.81,111804.57,244050.49,217679.47,244261.65
TAG 50:4/FA18:1,7040.93,18884.05,34775.94, ,7316.31,59619.23, ,121607.45,39165.66,23964.05
TAG 50:4/FA18:2,43031.95,105084.47,478204.22,16036.26,38525.65,411544.15,75553.11,422448.95,243637.76,158076.01
TAG 50:4/FA18:3, , ,94197.21,24099.35,16762.76,64914.57,58057.35,129612.05,27958.6,5627.23
TAG 50:4/FA20:3,5538.01,14885.45, , ,7673.47, , ,7219.47, , 
TAG 50:4/FA20:4,5625.72, ,5275.78,11041.51,15017.58, , ,16891.97,14858.07,16893.15
TAG 50:5/FA14:0,5628.1,34973.86,36891.53,3987.56,4873.43,13009.85,7535.69,16514.59, , 
TAG 50:5/FA16:0,5627.2,17692.78, ,16898.12, ,22208.03, ,14709.54,45927.24,7483.43
TAG 50:5/FA16:1,9252.86, ,20611.38, ,11195.62,100187.58,5652.27,46119.79,18771.64,13153.85
